,links
0,/critic/michael-koller/
1,/critic/charles-gant/
2,/critic/joseph-brannigan-lynch/
3,/critic/martin-knelman/
4,/critic/daniel-kraus/
5,/critic/archie-grimm/
6,/critic/toni-gonzales/
7,/critic/meg-fair/
8,/critic/mark-j-huisman/
9,/critic/seth-freilich/
10,/critic/dante-anthony-fuoco/
11,/critic/oliver-franklin/
12,/critic/olivia-giovetti/
13,/critic/melissa-leon/
14,/critic/ashley-hoffman/
15,/critic/sam-di-lorio/
16,/critic/michael-j-legeros/
17,/critic/tim-goodman/
18,/critic/sarah-gilliam/
19,/critic/mia-johnson/
20,/critic/vassilis-kroustallis/
21,/critic/shaun-kitchener/
22,/critic/ann-limpert/
23,/critic/edward-frost/
24,/critic/aaron-lazenby/
25,/critic/rose-maura-lorre/
26,/critic/zoe-hu/
27,/critic/neima-jahromi/
28,/critic/alan-kistler/
29,/critic/bob-grimm/
30,/critic/donald-j-levit/
31,/critic/maria-lewis/
32,/critic/sam-frazier-jr/
33,/critic/eva-kis/
34,/critic/joshua-klein/
35,/critic/donna-larcen/
36,/critic/cameron-ferguson/
37,/critic/latoya-ferguson/
38,/critic/jason-gendler/
39,/critic/simon-hoggart/
40,/critic/jonathan-heaf/
41,/critic/nick-levine/
42,/critic/darel-jevens/
43,/critic/andrew-johnston/
44,/critic/martin-filler/
45,/critic/lisa-respers-france/
46,/critic/vidya-iyengar/
47,/critic/brodie-lancaster/
48,/critic/esther-lee/
49,/critic/violet-glaze/
50,/critic/justin-lowe/
51,/critic/kaila-hale-stern/
52,/critic/doug-kim/
53,/critic/malcolm-hopwood/
54,/critic/john-kryk/
55,/critic/rhiannon-harries/
56,/critic/emma-rose-johnson/
57,/critic/cynthia-kirk/
58,/critic/judi-jordan/
59,/critic/maxwell-haddad/
60,/critic/marsha-lederman/
61,/critic/cornelia-lewine/
62,/critic/ira-hobbs/
63,/critic/casey-krosser/
64,/critic/marlene-de-la-fuente/
65,/critic/andrei-kartashov/
66,/critic/josephine-l/
67,/critic/susan-lee/
68,/critic/paula-fleri-soler/
69,/critic/marc-fennell/
70,/critic/patrick-humphries/
71,/critic/ruth-hessey/
72,/critic/ira-franco/
73,/critic/kate-feldman/
74,/critic/mike-kaplan/
75,/critic/amy-r-handler/
76,/critic/sheera-frenkel/
77,/critic/daniel-kohn/
78,/critic/david-grove/
79,/critic/poonam-joshi/
80,/critic/catherine-hinman/
81,/critic/ralph-hancock/
82,/critic/anne-louise-fortune/
83,/critic/jason-van-horn/
84,/critic/dave-itzkoff/
85,/critic/sue-gillett/
86,/critic/megan-johnston/
87,/critic/megan-king/
88,/critic/chris-faile/
89,/critic/maryann-koopman-kelly/
90,/critic/mark-r-leeper/
91,/critic/steve-head/
92,/critic/susan-griffin/
93,/critic/alan-j-heavens/
94,/critic/stuart-jeffries/
95,/critic/jordan-levin/
96,/critic/gary-johnson/
97,/critic/kilmeny-fane-saunders/
98,/critic/saba-hamedy/
99,/critic/dan-goodswen/
100,/critic/josh-long/
101,/critic/benjamin-goff/
102,/critic/lucy-hunter-johnston/
103,/critic/amy-goulding/
104,/critic/ben-lee-20409/
105,/critic/kim-foss/
106,/critic/richard-horgan/
107,/critic/jason-hare/
108,/critic/heather-huntington/
109,/critic/john-faherty/
110,/critic/johnny-gayzmonic-23476/
111,/critic/jennifer-gannon/
112,/critic/matthew-leary/
113,/critic/josh-hamm/
114,/critic/thomas-harris/
115,/critic/austin-hambrick/
116,/critic/josh-green/
117,/critic/katie-hasty/
118,/critic/jaime-fa-de-lucas/
119,/critic/grady-hendrix/
120,/critic/andreas-heinemann/
121,/critic/dick-kreck/
122,/critic/gemma-files/
123,/critic/nathan-kosub/
124,/critic/conn-holohan/
125,/critic/jeffrey-huston/
126,/critic/david-greenberg-16401/
127,/critic/louise-gray/
128,/critic/duncan-gray/
129,/critic/oleg-ivanov/
130,/critic/jonathan-l-fischer/
131,/critic/molly-freeman/
132,/critic/rathan-krueger/
133,/critic/sherrie-li/
134,/critic/andrew-flanagan/
135,/critic/julyssa-lopez/
136,/critic/brian-farnham/
137,/critic/rick-lyman/
138,/critic/brian-koller/
139,/critic/melissa-levine/
140,/critic/taylor-long/
141,/critic/katy-gillett/
142,/critic/marianna-lozowska/
143,/critic/guy-haley/
144,/critic/nicole-homer/
145,/critic/rachel-charlene-lewis/
146,/critic/aundre-jacobs/
147,/critic/ryan-fujitani/
148,/critic/michael-m-grynbaum/
149,/critic/emma-forrest/
150,/critic/rahul-hamid/
151,/critic/don-groves/
152,/critic/eduardo-guaitsel/
153,/critic/ross-lipman/
154,/critic/rebecca-harrison/
155,/critic/caroline-jowett/
156,/critic/hugo-juarez/
157,/critic/reed-johnson/
158,/critic/ashley-iaconetti/
159,/critic/ruben-lardin/
160,/critic/juliet-kleber/
161,/critic/hannah-lemass/
162,/critic/frances-grant/
163,/critic/brent-killough/
164,/critic/frako-loden/
165,/critic/ben-lee/
166,/critic/kevin-howes/
167,/critic/elena-hilton/
168,/critic/liisa-ladouceur/
169,/critic/la-johnson/
170,/critic/scott-hamilton-and-chris-holland/
171,/critic/raymond-johnston-18153/
172,/critic/mark-kennedy/
173,/critic/liz-haycroft/
174,/critic/patrick-holland/
175,/critic/peter-kihss/
176,/critic/angela-kellman/
177,/critic/justine-kelly/
178,/critic/leo-lewis/
179,/critic/cathy-hulbert/
180,/critic/frantz-jerome/
181,/critic/zaira-rico-galvez/
182,/critic/dan-lybarger/
183,/critic/christine-gerardi/
184,/critic/jesse-jarnow/
185,/critic/alexander-huls/
186,/critic/andy-lowe/
187,/critic/chris-hicks/
188,/critic/ramsey-isler/
189,/critic/hal-hinson/
190,/critic/alberto-lechuga/
191,/critic/blake-goble/
192,/critic/kelly-glover/
193,/critic/david-khune-jr/
194,/critic/don-guillory/
195,/critic/rudolph-herzog/
196,/critic/zac-hestand/
197,/critic/joe-leydon/
198,/critic/christoph-huber/
199,/critic/kevin-kuphal/
200,/critic/agnieszka-gratza/
201,/critic/tim-liew/
202,/critic/kevin-c-johnson/
203,/critic/simran-hans/
204,/critic/sander-lee/
205,/critic/dan-jewel/
206,/critic/kevin-lever/
207,/critic/frank-lovece/
208,/critic/elizabeth-limon/
209,/critic/sam-kitchener/
210,/critic/james-hay/
211,/critic/james-hill/
212,/critic/allison-keene/
213,/critic/rob-keyes/
214,/critic/dee-gargano/
215,/critic/julia-hays/
216,/critic/jason-kaufman/
217,/critic/paul-gray/
218,/critic/mark-keizer/
219,/critic/joshua-leonard/
220,/critic/ineye-komonibo/
221,/critic/pablo-kjolseth/
222,/critic/angela-l-harmon/
223,/critic/starlee-kine/
224,/critic/susan-king/
225,/critic/mike-hughes/
226,/critic/dan-gunderman/
227,/critic/rachna-raj-kaur/
228,/critic/evan-henerson/
229,/critic/nikhat-kazmi/
230,/critic/neil-genzlinger/
231,/critic/sara-michelle-fetters-8689/
232,/critic/michael-jordan/
233,/critic/daniel-hirshleifer/
234,/critic/wil-jones/
235,/critic/matt-keil/
236,/critic/marquita-k-harris/
237,/critic/rod-gudino/
238,/critic/jonathan-lack/
239,/critic/barry-hertz/
240,/critic/diane-gordon/
241,/critic/steven-lindsey/
242,/critic/fabien-lemercier/
243,/critic/david-lewis/
244,/critic/aqil-hamzah/
245,/critic/alex-keen/
246,/critic/will-lawrence/
247,/critic/joel-harley/
248,/critic/silpa-kovvali/
249,/critic/shamus-kelley/
250,/critic/james-hall/
251,/critic/john-hiscock/
252,/critic/jennifer-frey/
253,/critic/mel-gussow/
254,/critic/josh-howey/
255,/critic/emma-leigh/
256,/critic/sara-ghaleb/
257,/critic/brett-kelly/
258,/critic/michael-landweber/
259,/critic/jim-laczkowski/
260,/critic/alyssa-fikse/
261,/critic/gregory-freitas/
262,/critic/jeremy-lebens/
263,/critic/john-gill/
264,/critic/abigail-gillibrand/
265,/critic/maggie-lee/
266,/critic/katy-kroll/
267,/critic/felix-gonzalez-jr/
268,/critic/gabriel-guajardo/
269,/critic/rodger-jacobs/
270,/critic/sue-de-groot/
271,/critic/ruth-graham/
272,/critic/lisa-johnson/
273,/critic/alistair-leafy/
274,/critic/keith-h-brown-and-andrew-hesketh/
275,/critic/hunter-harris/
276,/critic/gary-garrison/
277,/critic/amy-kaufman/
278,/critic/christopher-hitchens/
279,/critic/christina-kuntz/
280,/critic/katelyn-landry/
281,/critic/sam-lubell/
282,/critic/patrick-hebron/
283,/critic/carol-lloyd/
284,/critic/kent-garrison/
285,/critic/annie-gowen/
286,/critic/david-kipen/
287,/critic/leah-b-jackson/
288,/critic/huw-fullerton/
289,/critic/kevin-gustafson/
290,/critic/clare-joyce/
291,/critic/brenda-herrmann/
292,/critic/chris-harnick/
293,/critic/joey-keogh/
294,/critic/john-lekich/
295,/critic/paul-field/
296,/critic/chas-hansen/
297,/critic/sylvia-gullatt/
298,/critic/karen-hershenson/
299,/critic/lee-grant/
300,/critic/amy-longsdorf/
301,/critic/daniel-kaszor/
302,/critic/paddy-kehoe/
303,/critic/martin-holmes/
304,/critic/matt-glasby/
305,/critic/steve-kandell/
306,/critic/greg-kot/
307,/critic/jac-kern/
308,/critic/jamie-hoover/
309,/critic/veronica-geng/
310,/critic/toni-garcia/
311,/critic/manuel-ibanez/
312,/critic/robert-a-george/
313,/critic/daniel-gallant/
314,/critic/shawn-hubler/
315,/critic/darryn-king/
316,/critic/deepa-gahlot/
317,/critic/adam-holmes/
318,/critic/vikram-johri/
319,/critic/robert-keser/
320,/critic/carlos-frigo/
321,/critic/adam-lippe/
322,/critic/audrey-fox/
323,/critic/eric-lurio/
324,/critic/tony-hinds/
325,/critic/jill-krasny/
326,/critic/akeem-lawanson/
327,/critic/matt-looker/
328,/critic/samantha-leal/
329,/critic/sol-harris/
330,/critic/jazmine-joyner/
331,/critic/steven-galvin/
332,/critic/hannah-lawrence/
333,/critic/josh-gondelman/
334,/critic/paul-knoll/
335,/critic/noah-gittell/
336,/critic/sarene-leeds/
337,/critic/jacob-kleinman/
338,/critic/meena-iyer/
339,/critic/alex-gilyadov/
340,/critic/donovan-farley/
341,/critic/di-golding/
342,/critic/lisa-lampanelli/
343,/critic/stephen-klain/
344,/critic/travis-lowell/
345,/critic/frank-garcia/
346,/critic/erin-fox/
347,/critic/marina-ferrera-lazo/
348,/critic/brian-hyslop/
349,/critic/christopher-groux/
350,/critic/shyama-krishna-kumar/
351,/critic/rick-klaw/
352,/critic/dan-herbeck/
353,/critic/carolyn-lipka/
