id,id,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore,abs_squidScore,tScore_qcut,pScore_qcut,tScore_rnd,pScore_rnd,sScore_rnd,sScore_multi,sScore_Output,sScore,sScore_qcut
960,1557,/m/bananas,Bananas,Classics,PG-13,1971,88.0,74,14.0,3,3,8,7,1,9,no-one should,-14.0,bad
961,1558,/m/piranha_2_the_spawning,Piranha Part Two: The Spawning,Drama,R,1981,6.0,11,5.0,0,0,6,1,5,0,no-one should,5.0,good
962,1559,/m/down_and_derby,Down and Derby,Comedy,PG,2005,22.0,51,29.0,0,1,2,5,2,0,no-one should,29.0,best
963,1561,/m/drunken_angel,Drunken Angel,Art House & International,NR,1948,93.0,89,4.0,4,4,9,8,4,16,universal,-4.0,okay
964,1564,/m/saw3d,Saw 3D,Horror,R,2010,10.0,42,32.0,0,0,1,4,3,0,no-one should,32.0,best
965,1565,/m/stray_dog_2015,Stray Dog,Documentary,NR,2015,100.0,64,36.0,4,2,1,6,3,8,critic dominant - risky,-36.0,worst
966,1566,/m/the_hunting_of_the_president,The Hunting of the President,Documentary,NR,2004,74.0,53,21.0,2,1,7,5,2,2,no-one should,-21.0,worst
967,1567,/m/thor_ragnarok_2017,Thor: Ragnarok,Action & Adventure,PG-13,2017,93.0,87,6.0,4,4,9,8,6,16,universal,-6.0,okay
968,1568,/m/poor_boys_game,Poor Boy's Game,Art House & International,R,2007,83.0,66,17.0,3,2,8,6,1,6,no-one should,-17.0,bad
969,1569,/m/one_track_heart_the_story_of_krishna_das_2012,One Track Heart: The Story of Krishna Das,Documentary,NR,2013,67.0,52,15.0,2,1,6,5,1,2,no-one should,-15.0,bad
970,1570,/m/1100197-under_suspicion,Under Suspicion,Art House & International,R,2000,49.0,49,0.0,1,1,4,4,0,1,no-one should,0.0,okay
971,1571,/m/american_gun,American Gun,Art House & International,R,2006,39.0,43,4.0,1,0,3,4,4,0,no-one should,4.0,good
972,1572,/m/western_2015,Western,Documentary,NR,2015,100.0,62,38.0,4,2,1,6,3,8,critic dominant - risky,-38.0,worst
973,1573,/m/the_freshman,The Freshman (College Days),Classics,NR,1925,93.0,79,14.0,4,3,9,7,1,12,toss up,-14.0,bad
974,1574,/m/escobar_paradise_lost,Escobar: Paradise Lost,Drama,R,2015,55.0,49,6.0,1,1,5,4,6,1,no-one should,-6.0,okay
975,1576,/m/kumare,Kumaré,Documentary,NR,2012,58.0,82,24.0,1,3,5,8,2,3,no-one should,24.0,best
976,1577,/m/the_world_before_her_2012,The World Before Her,Art House & International,NR,2013,100.0,79,21.0,4,3,1,7,2,12,toss up,-21.0,worst
977,1578,/m/wild_america,Wild America,Action & Adventure,PG,1997,27.0,59,32.0,0,1,2,5,3,0,no-one should,32.0,best
978,1579,/m/lola_montes,Lola Montès,Drama,NR,1955,81.0,77,4.0,3,3,8,7,4,9,no-one should,-4.0,okay
979,1580,/m/gypsy_2012,Gypsy,Art House & International,NR,2012,91.0,78,13.0,4,3,9,7,1,12,toss up,-13.0,bad
980,1581,/m/prime_cut,Prime Cut,Action & Adventure,R,1972,70.0,73,3.0,2,3,7,7,3,6,no-one should,3.0,good
981,1582,/m/cut_snake,Cut Snake,Mystery & Suspense,R,2015,69.0,44,25.0,2,0,6,4,2,0,no-one should,-25.0,worst
982,1584,/m/please_dont_eat_the_daisies,Please Don't Eat the Daisies,Classics,PG,1960,57.0,60,3.0,1,1,5,6,3,1,no-one should,3.0,good
983,1585,/m/armageddon,Armageddon,Action & Adventure,PG-13,1998,38.0,73,35.0,0,3,3,7,3,0,no-one should,35.0,best
984,1588,/m/high_school_musical_2,High School Musical 2,Comedy,G,2007,82.0,72,10.0,3,3,8,7,1,9,no-one should,-10.0,bad
985,1589,/m/david_bowie_is_happening_now,David Bowie Is Happening Now,Musical & Performing Arts,NR,2014,64.0,71,7.0,2,2,6,7,7,4,no-one should,7.0,good
986,1591,/m/1121728-lift,Lift,Drama,R,2001,50.0,70,20.0,1,2,5,7,2,2,no-one should,20.0,best
987,1592,/m/psychomania,Psychomania,Action & Adventure,PG,1971,83.0,53,30.0,3,1,8,5,3,3,no-one should,-30.0,worst
988,1594,/m/deep_red_1975,Deep Red (Profondo rosso),Art House & International,R,1975,96.0,86,10.0,4,4,9,8,1,16,universal,-10.0,bad
989,1595,/m/tales_of_halloween_2015,Tales of Halloween,Horror,NR,2015,78.0,41,37.0,2,0,7,4,3,0,no-one should,-37.0,worst
990,1596,/m/blast_from_the_past,Blast From the Past,Comedy,PG-13,1999,57.0,56,1.0,1,1,5,5,1,1,no-one should,-1.0,okay
991,1598,/m/incident_at_loch_ness,Incident at Loch Ness,Comedy,PG-13,2004,63.0,67,4.0,2,2,6,6,4,4,no-one should,4.0,good
992,1599,/m/island_2010,Island,Art House & International,NR,2010,50.0,64,14.0,1,2,5,6,1,2,no-one should,14.0,good
993,1601,/m/beyond_the_lights,Beyond the Lights,Drama,PG-13,2014,83.0,75,8.0,3,3,8,7,8,9,no-one should,-8.0,bad
994,1602,/m/my_week_with_marilyn,My Week with Marilyn,Drama,R,2011,83.0,71,12.0,3,2,8,7,1,6,no-one should,-12.0,bad
995,1604,/m/the_imposter_2012,The Imposter,Documentary,R,2012,95.0,78,17.0,4,3,9,7,1,12,toss up,-17.0,bad
996,1606,/m/great_escape,The Great Escape,Action & Adventure,NR,1963,94.0,95,1.0,4,4,9,9,1,16,universal,1.0,okay
997,1607,/m/the_wall_2017,The Wall,Drama,R,2017,65.0,42,23.0,2,0,6,4,2,0,no-one should,-23.0,worst
998,1608,/m/soom-breath,Soom (Breath),Art House & International,NR,2007,63.0,72,9.0,2,3,6,7,9,6,no-one should,9.0,good
999,1610,/m/animatrix,The Animatrix,Action & Adventure,PG-13,2003,89.0,78,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
1000,1611,/m/st_trinians_ii_the_legend_of_frittons_gold,St Trinian's II: The Legend of Fritton's Gold,Action & Adventure,NR,2009,14.0,45,31.0,0,1,1,4,3,0,no-one should,31.0,best
1001,1612,/m/hellraiser_judgment_2018,Hellraiser: Judgment,Horror,NR,2018,50.0,26,24.0,1,0,5,2,2,0,no-one should,-24.0,worst
1002,1613,/m/belles_magical_world,Belle's Magical World,Animation,G,1998,17.0,73,56.0,0,3,1,7,5,0,no-one should,56.0,best
1003,1614,/m/trick,Trick,Comedy,R,1999,78.0,83,5.0,2,4,7,8,5,8,peanut dominant - risky,5.0,good
1004,1616,/m/go_now,Go Now,Drama,R,1998,60.0,73,13.0,1,3,6,7,1,3,no-one should,13.0,good
1005,1617,/m/no_way_to_treat_a_lady,No Way to Treat a Lady,Classics,NR,1968,89.0,74,15.0,3,3,8,7,1,9,no-one should,-15.0,bad
1006,1618,/m/kin_2018,Kin,Action & Adventure,PG-13,2018,32.0,54,22.0,0,1,3,5,2,0,no-one should,22.0,best
1007,1620,/m/memories-of-tomorrow-ashita-no-kioku,Memories of Tomorrow (Ashita no kioku),Art House & International,NR,2007,86.0,90,4.0,3,4,8,9,4,12,toss up,4.0,good
1008,1621,/m/house_of_pleasures,House of Pleasures,Drama,NR,2011,83.0,62,21.0,3,2,8,6,2,6,no-one should,-21.0,worst
1009,1622,/m/turistas,Turistas (Paradise Lost),Drama,R,2006,18.0,28,10.0,0,0,1,2,1,0,no-one should,10.0,good
1010,1623,/m/support_the_girls,Support the Girls,Comedy,R,2018,91.0,65,26.0,4,2,9,6,2,8,critic dominant - risky,-26.0,worst
1011,1624,/m/cobra_verde,Cobra Verde,Action & Adventure,NR,1987,88.0,76,12.0,3,3,8,7,1,9,no-one should,-12.0,bad
1012,1625,/m/simone_2002,Simone,Comedy,PG-13,2002,51.0,35,16.0,1,0,5,3,1,0,no-one should,-16.0,bad
1013,1627,/m/bone_collector,The Bone Collector,Mystery & Suspense,R,1999,28.0,63,35.0,0,2,2,6,3,0,no-one should,35.0,best
1014,1628,/m/1073023-house_arrest,House Arrest,Comedy,PG,1996,10.0,45,35.0,0,1,1,4,3,0,no-one should,35.0,best
1015,1629,/m/michael_clayton,Michael Clayton,Drama,R,2007,91.0,69,22.0,4,2,9,6,2,8,critic dominant - risky,-22.0,worst
1016,1630,/m/chicken_with_plums,Chicken with Plums,Art House & International,PG-13,2012,74.0,71,3.0,2,2,7,7,3,4,no-one should,-3.0,okay
1017,1631,/m/1061860-cure,The Cure,Drama,PG-13,1995,45.0,85,40.0,1,4,4,8,4,4,peanut dominant - risky,40.0,best
1018,1632,/m/homicidal,Homicidal,Classics,NR,1961,78.0,65,13.0,2,2,7,6,1,4,no-one should,-13.0,bad
1019,1634,/m/this_is_elvis,This Is Elvis,Documentary,PG,1981,86.0,87,1.0,3,4,8,8,1,12,toss up,1.0,okay
1020,1635,/m/keeper_the_legend_of_omar_khayyam,The Keeper: The Legend of Omar Khayyam,Action & Adventure,PG,2005,41.0,44,3.0,1,0,4,4,3,0,no-one should,3.0,good
1021,1636,/m/the_misandrists,The Misandrists,Comedy,NR,2018,73.0,46,27.0,2,1,7,4,2,2,no-one should,-27.0,worst
1022,1637,/m/whos_that_knocking_at_my_door,Who's That Knocking at My Door?,Action & Adventure,R,1967,68.0,61,7.0,2,2,6,6,7,4,no-one should,-7.0,okay
1023,1638,/m/spotlight_2015,Spotlight,Drama,R,2015,97.0,93,4.0,4,4,9,9,4,16,universal,-4.0,okay
1024,1639,/m/lavender,Lavender,Drama,NR,2017,35.0,25,10.0,0,0,3,2,1,0,no-one should,-10.0,bad
1025,1640,/m/oliver_sherman_2010,Oliver Sherman,Drama,NR,2010,50.0,46,4.0,1,1,5,4,4,1,no-one should,-4.0,okay
1026,1641,/m/urban_legend,Urban Legend,Horror,R,1998,19.0,37,18.0,0,0,1,3,1,0,no-one should,18.0,best
1027,1643,/m/another_evil,Another Evil,Comedy,NR,2017,65.0,34,31.0,2,0,6,3,3,0,no-one should,-31.0,worst
1028,1644,/m/what_haunts_us,What Haunts Us,Documentary,NR,2018,100.0,75,25.0,4,3,1,7,2,12,toss up,-25.0,worst
1029,1645,/m/people_under_the_stairs,The People Under The Stairs,Comedy,R,1991,63.0,58,5.0,2,1,6,5,5,2,no-one should,-5.0,okay
1030,1648,/m/jhoom_barabar_jhoom,Jhoom Barabar Jhoom,Art House & International,NR,2007,46.0,39,7.0,1,0,4,3,7,0,no-one should,-7.0,okay
1031,1650,/m/caddyshack,Caddyshack,Comedy,R,1980,74.0,87,13.0,2,4,7,8,1,8,peanut dominant - risky,13.0,good
1032,1652,/m/cemetery_club,The Cemetery Club,Comedy,PG-13,1993,57.0,31,26.0,1,0,5,3,2,0,no-one should,-26.0,worst
1033,1654,/m/mackennas_gold,MacKenna's Gold,Action & Adventure,PG,1969,20.0,70,50.0,0,2,2,7,5,0,no-one should,50.0,best
1034,1655,/m/jump_in,Jump In!,Comedy,G,2007,63.0,61,2.0,2,2,6,6,2,4,no-one should,-2.0,okay
1035,1656,/m/1015530-on_the_beach,On the Beach,Classics,NR,1959,76.0,69,7.0,2,2,7,6,7,4,no-one should,-7.0,okay
1036,1657,/m/come_blow_your_horn,Come Blow Your Horn,Classics,NR,1963,75.0,63,12.0,2,2,7,6,1,4,no-one should,-12.0,bad
1037,1659,/m/wag_the_dog,Wag the Dog,Comedy,R,1997,85.0,76,9.0,3,3,8,7,9,9,no-one should,-9.0,bad
1038,1662,/m/guilty_2015,Guilty (Talvar),Art House & International,NR,2015,88.0,90,2.0,3,4,8,9,2,12,toss up,2.0,good
1039,1663,/m/tonnerre,Tonnerre,Comedy,NR,2014,83.0,71,12.0,3,2,8,7,1,6,no-one should,-12.0,bad
1040,1665,/m/1000702-alone_in_the_dark,Alone in the Dark,Horror,R,1982,78.0,40,38.0,2,0,7,4,3,0,no-one should,-38.0,worst
1041,1666,/m/viva_zapatero,Viva Zapatero!,Art House & International,NR,2006,86.0,76,10.0,3,3,8,7,1,9,no-one should,-10.0,bad
1042,1667,/m/curvature,Curvature,Drama,NR,2018,47.0,63,16.0,1,2,4,6,1,2,no-one should,16.0,best
1043,1668,/m/americons_2015,Americons,Action & Adventure,R,2015,14.0,80,66.0,0,3,1,8,6,0,no-one should,66.0,best
1044,1669,/m/the_four_times,The Four Times (Le Quattro Volte),Art House & International,NR,2011,93.0,75,18.0,4,3,9,7,1,12,toss up,-18.0,worst
1045,1670,/m/the-social-network,The Social Network,Drama,PG-13,2010,96.0,86,10.0,4,4,9,8,1,16,universal,-10.0,bad
1046,1671,/m/up_at_the_villa,Up at the Villa,Drama,PG-13,2000,46.0,35,11.0,1,0,4,3,1,0,no-one should,-11.0,bad
1047,1675,/m/southie,Southie,Action & Adventure,R,1998,38.0,50,12.0,0,1,3,5,1,0,no-one should,12.0,good
1048,1676,/m/baileys_billion,Bailey's Billion$ (Bailey's Billions),Comedy,G,2005,20.0,47,27.0,0,1,2,4,2,0,no-one should,27.0,best
1049,1678,/m/the_strongest_man,The Strongest Man,Comedy,NR,2015,22.0,48,26.0,0,1,2,4,2,0,no-one should,26.0,best
1050,1679,/m/gerontophilia,Gerontophilia,Comedy,NR,2015,46.0,41,5.0,1,0,4,4,5,0,no-one should,-5.0,okay
1051,1680,/m/tims_vermeer_2014,Tim's Vermeer,Documentary,PG-13,2014,89.0,86,3.0,3,4,8,8,3,12,toss up,-3.0,okay
1052,1681,/m/shining_through,Shining Through,Action & Adventure,R,1992,44.0,73,29.0,1,3,4,7,2,3,no-one should,29.0,best
1053,1683,/m/menashe,Menashe,Drama,PG,2017,96.0,63,33.0,4,2,9,6,3,8,critic dominant - risky,-33.0,worst
1054,1684,/m/rendezvous_danna,Les Rendez-vous d'Anna (The Meetings of Anna),Art House & International,NR,1978,71.0,85,14.0,2,4,7,8,1,8,peanut dominant - risky,14.0,good
1055,1685,/m/private_life_2018,Private Life,Drama,R,2018,94.0,76,18.0,4,3,9,7,1,12,toss up,-18.0,worst
1056,1686,/m/everybodys_allamerican,Everybody's All-American,Drama,R,1988,42.0,46,4.0,1,1,4,4,4,1,no-one should,4.0,good
1057,1690,/m/the_shiek_and_i,The Sheik and I,Art House & International,NR,2012,80.0,71,9.0,3,2,8,7,9,6,no-one should,-9.0,bad
1058,1691,/m/motorpsycho,Motorpsycho,Action & Adventure,NR,1965,67.0,63,4.0,2,2,6,6,4,4,no-one should,-4.0,okay
1059,1692,/m/into_the_storm_2014,Into The Storm,Mystery & Suspense,PG-13,2014,21.0,42,21.0,0,0,2,4,2,0,no-one should,21.0,best
1060,1694,/m/1045620-real_mccoy,The Real McCoy,Action & Adventure,PG-13,1993,18.0,28,10.0,0,0,1,2,1,0,no-one should,10.0,good
1061,1696,/m/1088045-joan_of_arc,Joan of Arc,Drama,NR,1999,10.0,57,47.0,0,1,1,5,4,0,no-one should,47.0,best
1062,1697,/m/zed_and_two_noughts,A Zed and Two Noughts,Comedy,R,1990,79.0,85,6.0,3,4,7,8,6,12,toss up,6.0,good
1063,1699,/m/the_petrified_forest,The Petrified Forest,Classics,NR,1936,100.0,80,20.0,4,3,1,8,2,12,toss up,-20.0,worst
1064,1701,/m/a_people_uncounted,A People Uncounted,Documentary,NR,2014,100.0,72,28.0,4,3,1,7,2,12,toss up,-28.0,worst
1065,1704,/m/deadpool_2,Deadpool 2,Action & Adventure,R,2018,84.0,85,1.0,3,4,8,8,1,12,toss up,1.0,okay
1066,3412,/m/sex_and_death_101,Sex and Death 101,Comedy,R,2007,27.0,42,15.0,0,0,2,4,1,0,no-one should,15.0,good
1067,3413,/m/the_human_resources_manager,The Human Resources Manager,Comedy,NR,2011,75.0,62,13.0,2,2,7,6,1,4,no-one should,-13.0,bad
1068,3415,/m/equus,Equus,Drama,R,1977,63.0,78,15.0,2,3,6,7,1,6,no-one should,15.0,good
1069,3417,/m/dry_white_season,A Dry White Season,Drama,R,1989,80.0,74,6.0,3,3,8,7,6,9,no-one should,-6.0,okay
1070,3419,/m/1016609-power,Power,Drama,R,1986,50.0,44,6.0,1,0,5,4,6,0,no-one should,-6.0,okay
1071,3420,/m/1066528-persuasion,Persuasion,Drama,PG,1995,86.0,83,3.0,3,4,8,8,3,12,toss up,-3.0,okay
1072,3421,/m/the_stray_2017,The Stray,Drama,PG,2017,40.0,69,29.0,1,2,4,6,2,2,no-one should,29.0,best
1073,3423,/m/a_patch_of_fog,A Patch Of Fog,Art House & International,NR,2017,81.0,68,13.0,3,2,8,6,1,6,no-one should,-13.0,bad
1074,10226,/m/sheitan,Sheitan,Art House & International,NR,2007,53.0,52,1.0,1,1,5,5,1,1,no-one should,-1.0,okay
