,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore
/m/eddie_and_the_cruisers,/m/eddie_and_the_cruisers,Eddie and the Cruisers,"[""Cult Movies"",""Drama"",""Mystery & Suspense""]",PG,1983,38,73
/m/red_cliff,/m/red_cliff,Red Cliff (Chi Bi),"[""Action & Adventure"",""Art House & International"",""Classics"",""Drama""]",R,2009,91,78
/m/executive-koala-koala-kacho,/m/executive-koala-koala-kacho,Executive Koala (Koala kacho),"[""Art House & International"",""Kids & Family""]",NR,2004,null,67
/m/eyes_without_a_face_1962,/m/eyes_without_a_face_1962,Eyes Without a Face,"[""Art House & International"",""Drama"",""Horror"",""Mystery & Suspense""]",NR,1962,98,87
/m/innocent_voices,/m/innocent_voices,Innocent Voices (Voces inocentes),"[""Art House & International"",""Drama""]",R,2005,71,93
/m/battle_in_outer_space,/m/battle_in_outer_space,Battle in Outer Space (Uchû daisensô),"[""Action & Adventure"",""Art House & International"",""Science Fiction & Fantasy""]",NR,1959,null,37
/m/gonul-yarasi-lovelorn,/m/gonul-yarasi-lovelorn,Gönül yarasi (Lovelorn),"[""Art House & International"",""Drama""]",NR,2005,null,91
/m/great_k_and_a_train_robbery,/m/great_k_and_a_train_robbery,Great K & A Train Robbery,"[""Action & Adventure"",""Western""]",NR,1926,null,60
/m/clan_of_the_cave_bear,/m/clan_of_the_cave_bear,The Clan of the Cave Bear,"[""Action & Adventure"",""Drama"",""Science Fiction & Fantasy""]",R,1986,10,47
/m/war-2007,/m/war-2007,War (Rogue Assassin),"[""Action & Adventure"",""Mystery & Suspense""]",R,2007,14,51
/m/johnny_got_his_gun,/m/johnny_got_his_gun,Johnny Got His Gun,"[""Classics"",""Drama""]",PG,1971,67,87
/m/smoke_signals,/m/smoke_signals,Smoke Signals,"[""Comedy"",""Drama"",""Special Interest""]",PG-13,1998,83,82
/m/gates,/m/gates,The Gates,"[""Documentary"",""Musical & Performing Arts"",""Special Interest""]",NR,2008,83,60
/m/fast_girls_2012,/m/fast_girls_2012,Fast Girls,"[""Art House & International"",""Drama"",""Special Interest""]",G,2012,83,59
/m/we_of_the_never_never,/m/we_of_the_never_never,We of the Never Never,"[""Art House & International"",""Drama""]",G,1982,null,59
/m/ghostbox_cowboy,/m/ghostbox_cowboy,Ghostbox Cowboy,"[""Comedy"",""Drama""]",NR,2018,91,50
/m/blame_it_on_fidel,/m/blame_it_on_fidel,Blame It on Fidel (La Faute a Fidel),"[""Drama""]",NR,2006,93,91
/m/the_junkman,/m/the_junkman,The Junkman,"[""Action & Adventure"",""Comedy""]",PG,1983,null,61
/m/getting_in,/m/getting_in,Getting In,"[""Comedy"",""Mystery & Suspense""]",R,1994,null,30
/m/mubarakan,/m/mubarakan,Mubarakan,"[""Comedy"",""Romance""]",PG-13,2017,33,53
/m/carry_on_girls,/m/carry_on_girls,Carry On Girls,"[""Comedy"",""Drama"",""Television""]",R,1973,null,54
/m/solstorm,/m/solstorm,Solstorm,"[""Art House & International"",""Mystery & Suspense""]",NR,2007,null,30
/m/10011992-across_the_hall,/m/10011992-across_the_hall,Across The Hall,"[""Mystery & Suspense""]",R,2009,null,39
/m/priceless_2016,/m/priceless_2016,Priceless,"[""Drama"",""Romance""]",PG-13,2016,40,77
/m/lola_1961,/m/lola_1961,Lola,"[""Art House & International"",""Drama"",""Romance""]",PG,1961,100,80
/m/armitage_dualmatrix,/m/armitage_dualmatrix,Armitage - Dual Matrix,"[""Action & Adventure"",""Animation"",""Anime & Manga"",""Science Fiction & Fantasy""]",R,2002,null,63
/m/amazing_transparent_man,/m/amazing_transparent_man,The Amazing Transparent Man,"[""Classics"",""Drama"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",NR,1960,40,16
/m/fanney_khan,/m/fanney_khan,Fanney Khan,"[""Drama""]",NR,2018,56,50
/m/fake_it_so_real_2011,/m/fake_it_so_real_2011,Fake It So Real,"[""Documentary"",""Special Interest""]",NR,2012,91,49
/m/1040484-wind,/m/1040484-wind,Wind,"[""Action & Adventure"",""Drama""]",PG-13,1992,50,82
/m/ritz,/m/ritz,The Ritz,"[""Art House & International"",""Classics"",""Comedy"",""Gay & Lesbian""]",R,1976,56,81
/m/attenberg_2010,/m/attenberg_2010,Attenberg,"[""Art House & International"",""Drama""]",NR,2012,77,52
/m/esmeralda_comes_by_night,/m/esmeralda_comes_by_night,"Esmeralda Comes by Night (De noche vienes, Esmeralda)","[""Art House & International"",""Comedy""]",R,1998,null,50
/m/requiem_for_a_killer,/m/requiem_for_a_killer,Requiem for a Killer (Requiem pour une Tueuse),"[""Art House & International"",""Mystery & Suspense""]",NR,2011,null,23
/m/who-shot-pat,/m/who-shot-pat,Who Shot Patakango? (Breakin' the Rules) (Brooklyn Love Story) (Youngsters - Die Brooklyn Gang) (Who Shot Pat?),"[""Drama""]",R,2002,null,11
/m/deadpool,/m/deadpool,Deadpool,"[""Action & Adventure"",""Comedy"",""Science Fiction & Fantasy""]",R,2016,85,90
/m/recess_christmas_miracle_on_third_street,/m/recess_christmas_miracle_on_third_street,Recess Christmas: Miracle on Third Street,"[""Animation"",""Kids & Family"",""Special Interest""]",NR,2001,null,43
/m/1131106-nine_lives,/m/1131106-nine_lives,Nine Lives,"[""Horror""]",R,2002,null,28
/m/willow,/m/willow,Willow,"[""Action & Adventure"",""Drama"",""Science Fiction & Fantasy""]",PG,1988,50,79
/m/mighty_fine,/m/mighty_fine,Mighty Fine,"[""Comedy"",""Drama""]",R,2012,19,51
/m/altiplano,/m/altiplano,Altiplano (Fragments of Grace),"[""Art House & International"",""Drama""]",NR,2010,70,71
/m/rhinoceros,/m/rhinoceros,Rhinoceros,"[""Classics"",""Comedy"",""Drama""]",PG,1974,null,51
/m/fright-im-alone-and-im-scared-night-legs,/m/fright-im-alone-and-im-scared-night-legs,Fright (I'm Alone and I'm Scared) (Night Legs),"[""Horror"",""Mystery & Suspense""]",PG,1971,null,40
/m/the-incredible-mrs-ritchie,/m/the-incredible-mrs-ritchie,The Incredible Mrs. Ritchie,"[""Drama"",""Kids & Family"",""Musical & Performing Arts""]",PG-13,2004,null,67
/m/1113658-joshua,/m/1113658-joshua,Joshua,"[""Drama""]",G,2002,22,76
/m/fight_church,/m/fight_church,Fight Church,"[""Documentary"",""Special Interest""]",NR,2014,100,64
/m/the_wolf_of_wall_street_2013,/m/the_wolf_of_wall_street_2013,The Wolf of Wall Street,"[""Drama""]",R,2013,79,82
/m/chuck,/m/chuck,Chuck,"[""Drama""]",R,2017,80,63
/m/fall_to_grace,/m/fall_to_grace,Fall to Grace,"[""Drama""]",NR,2006,56,20
/m/searching_for_sugar_man,/m/searching_for_sugar_man,Searching for Sugar Man,"[""Documentary"",""Musical & Performing Arts""]",PG-13,2012,94,92
/m/jovenes_delincuentes,/m/jovenes_delincuentes,Jóvenes Delincuentes,"[""Action & Adventure""]",R,2001,null,60
/m/extraordinary_stories,/m/extraordinary_stories,Extraordinary Stories,"[""Classics"",""Drama""]",NR,2011,100,96
/m/tous-a-louest-une-aventure-de-lucky-luke,/m/tous-a-louest-une-aventure-de-lucky-luke,Tous a l'Ouest: une aventure de Lucky Luke,"[""Action & Adventure""]",NR,2007,null,30
/m/you_might_as_well_live,/m/you_might_as_well_live,You Might as Well Live,"[""Comedy""]",R,2009,67,57
/m/1214087-wuthering_heights,/m/1214087-wuthering_heights,Wuthering Heights,"[""Drama"",""Television"",""Romance""]",NR,2009,null,84
/m/big_significant_things,/m/big_significant_things,Big Significant Things,"[""Comedy"",""Drama""]",NR,2015,20,43
/m/1001848-beach_girls,/m/1001848-beach_girls,The Beach Girls,"[""Comedy"",""Musical & Performing Arts""]",R,1982,null,46
/m/dillinger,/m/dillinger,Dillinger,"[""Action & Adventure"",""Classics"",""Drama"",""Mystery & Suspense""]",R,1945,null,45
/m/donovans_reef,/m/donovans_reef,Donovan's Reef,"[""Action & Adventure"",""Classics"",""Comedy"",""Drama"",""Romance""]",NR,1963,55,77
/m/butter_2011,/m/butter_2011,Butter,"[""Comedy"",""Drama""]",R,2012,34,44
/m/1136058-hillside_strangler,/m/1136058-hillside_strangler,The Hillside Strangler,"[""Drama"",""Mystery & Suspense""]",R,2004,15,32
/m/daredevil,/m/daredevil,Daredevil,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG-13,2003,44,35
/m/fight-for-your-life,/m/fight-for-your-life,Fight for Your Life,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1977,null,53
/m/kissed,/m/kissed,Kissed,"[""Drama""]",R,1997,70,67
/m/thuppakki,/m/thuppakki,Thuppakki,"[""Action & Adventure"",""Mystery & Suspense""]",NR,2012,null,82
/m/cats_meow,/m/cats_meow,The Cat's Meow,"[""Comedy"",""Drama""]",PG-13,2001,75,51
/m/crush_2002,/m/crush_2002,Crush,"[""Comedy"",""Drama"",""Romance""]",R,2002,36,58
/m/atomic_city,/m/atomic_city,The Atomic City,"[""Classics"",""Drama"",""Mystery & Suspense""]",NR,1952,null,60
/m/kalamity,/m/kalamity,Kalamity,"[""Drama"",""Mystery & Suspense""]",R,2010,null,31
/m/drumline,/m/drumline,Drumline,"[""Comedy"",""Drama""]",PG-13,2002,82,70
/m/1158404-nathalie,/m/1158404-nathalie,Nathalie,"[""Art House & International"",""Drama""]",NR,2003,71,54
/m/curse_of_the_golden_flower,/m/curse_of_the_golden_flower,Curse of the Golden Flower,"[""Action & Adventure"",""Art House & International"",""Drama"",""Romance""]",R,2006,65,65
/m/the_trials_of_oscar_wilde,/m/the_trials_of_oscar_wilde,The Trials of Oscar Wilde,"[""Classics"",""Documentary"",""Drama"",""Gay & Lesbian""]",PG,1960,null,50
/m/sin_2000,/m/sin_2000,Sin,"[""Animation"",""Science Fiction & Fantasy""]",NR,2000,null,21
/m/el_chacal_de_nahueltoro,/m/el_chacal_de_nahueltoro,El Chacal de Nahueltoro (Jackal of Nahueltoro),"[""Art House & International"",""Drama""]",NR,1969,null,90
/m/10008992-meeting_resistance,/m/10008992-meeting_resistance,Meeting Resistance,"[""Documentary"",""Special Interest""]",NR,2007,82,47
/m/accidental_tourist,/m/accidental_tourist,The Accidental Tourist,"[""Comedy"",""Drama"",""Romance""]",PG,1988,81,60
/m/rosa_luxemburg,/m/rosa_luxemburg,Die Geduld der Rosa Luxemburg,"[""Art House & International"",""Drama""]",NR,1986,100,51
/m/summer_2018,/m/summer_2018,Leto,"[""Drama"",""Musical & Performing Arts""]",NR,2019,78,82
/m/a_dark_place,/m/a_dark_place,A Dark Place (Steel Country),"[""Drama"",""Mystery & Suspense""]",R,2019,48,75
/m/national_lampoon_presents_the_beach_party_at_the_threshold_of_hell,/m/national_lampoon_presents_the_beach_party_at_the_threshold_of_hell,National Lampoon Presents The Beach Party at the Threshold of Hell,"[""Comedy"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",R,2006,67,45
/m/dude_wheres_the_party,/m/dude_wheres_the_party,"Dude, Where's the Party?","[""Comedy""]",PG-13,2003,69,62
/m/across_the_great_divide,/m/across_the_great_divide,Across the Great Divide,"[""Action & Adventure"",""Drama"",""Kids & Family""]",G,1976,null,47
/m/the_beautiful_person,/m/the_beautiful_person,The Beautiful Person (La Belle Personne),"[""Art House & International"",""Drama""]",NR,2008,50,58
/m/beijing_love_story,/m/beijing_love_story,Beijing Love Story,"[""Drama"",""Romance""]",NR,2014,33,53
/m/the_merry_widow_1925,/m/the_merry_widow_1925,The Merry Widow,"[""Comedy"",""Drama"",""Musical & Performing Arts"",""Romance""]",NR,1925,null,80
/m/sinbad_the_fifth_voyage,/m/sinbad_the_fifth_voyage,Sinbad: The Fifth Voyage,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG-13,2014,null,67
/m/eastern_condors,/m/eastern_condors,Eastern Condors,"[""Action & Adventure"",""Art House & International"",""Drama""]",R,1987,null,79
/m/presto,/m/presto,Presto,"[""Animation"",""Comedy"",""Science Fiction & Fantasy""]",G,2008,null,92
/m/seed_the_untold_story,/m/seed_the_untold_story,SEED: The Untold Story,"[""Documentary""]",NR,2016,92,83
/m/sacrifice,/m/sacrifice,Sacrifice! (Il Paese del sesso selvaggio),"[""Action & Adventure"",""Art House & International"",""Drama"",""Horror""]",R,1972,null,40
/m/wilderness_survival_for_girls,/m/wilderness_survival_for_girls,Wilderness Survival For Girls,"[""Drama"",""Mystery & Suspense""]",R,2004,50,37
/m/dil_jo_bhi_kahey,/m/dil_jo_bhi_kahey,Dil Jo Bhi Kahey...,"[""Art House & International"",""Drama""]",NR,2005,null,28
/m/casper_meets_wendy,/m/casper_meets_wendy,Casper Meets Wendy,"[""Animation"",""Kids & Family""]",PG,1998,17,46
/m/unlikely_weapon,/m/unlikely_weapon,An Unlikely Weapon,"[""Documentary"",""Musical & Performing Arts""]",NR,2008,79,73
/m/horses_mouth,/m/horses_mouth,The Horse's Mouth,"[""Classics"",""Comedy""]",NR,1958,94,76
/m/invitation_to_a_gunfighter,/m/invitation_to_a_gunfighter,Invitation to a Gunfighter,"[""Action & Adventure"",""Classics"",""Western""]",NR,1964,null,40
/m/sacrifice_2011,/m/sacrifice_2011,Sacrifice,"[""Action & Adventure"",""Drama""]",R,2011,null,21
/m/designated_mourner,/m/designated_mourner,The Designated Mourner,"[""Art House & International"",""Drama""]",R,1997,65,73
/m/ferrell_takes_the_field,/m/ferrell_takes_the_field,Ferrell Takes The Field,"[""Comedy"",""Television""]",NR,2015,71,36
/m/blind_beast,/m/blind_beast,Blind Beast (Môjû),"[""Art House & International"",""Drama"",""Horror""]",NR,1969,null,79
/m/whale_music,/m/whale_music,Whale Music,"[""Comedy"",""Drama"",""Musical & Performing Arts""]",NR,1995,null,66
/m/1127803-highwaymen,/m/1127803-highwaymen,Highwaymen,"[""Action & Adventure"",""Drama"",""Horror"",""Mystery & Suspense""]",R,2004,13,37
/m/to_save_a_life,/m/to_save_a_life,To Save a Life,"[""Drama""]",PG-13,2010,36,82
/m/papi_chulo_2018,/m/papi_chulo_2018,Papi Chulo,"[""Comedy"",""Drama""]",R,2019,74,79
/m/species_iii,/m/species_iii,Species III,"[""Drama"",""Science Fiction & Fantasy""]",R,2004,33,17
/m/admission,/m/admission,Admission,"[""Comedy""]",PG-13,2013,38,32
/m/the_flying_deuces,/m/the_flying_deuces,The Flying Deuces,"[""Comedy""]",G,1939,83,66
/m/the_piano_tuner_of_earthquakes,/m/the_piano_tuner_of_earthquakes,The Piano Tuner of Earthquakes,"[""Art House & International"",""Drama"",""Science Fiction & Fantasy""]",NR,2006,45,58
/m/1032808-partner,/m/1032808-partner,Partner,"[""Art House & International"",""Classics"",""Drama""]",NR,1968,89,59
/m/la_bouteille_2000,/m/la_bouteille_2000,La Bouteille,"[""Comedy"",""Drama""]",PG-13,2000,null,59
/m/portrait_in_black,/m/portrait_in_black,Portrait in Black,"[""Classics"",""Drama"",""Mystery & Suspense""]",NR,1960,null,45
/m/living_wake,/m/living_wake,The Living Wake,"[""Art House & International"",""Comedy"",""Drama""]",PG-13,2010,50,70
/m/polaroid_2017,/m/polaroid_2017,Polaroid,"[""Horror""]",PG-13,2019,null,40
/m/going_in_style_2017,/m/going_in_style_2017,Going in Style,"[""Comedy""]",PG-13,2017,48,57
/m/omar_killed_me,/m/omar_killed_me,Omar Killed Me,"[""Drama""]",NR,2011,null,73
/m/repo_the_genetic_opera,/m/repo_the_genetic_opera,Repo! The Genetic Opera,"[""Horror"",""Musical & Performing Arts"",""Science Fiction & Fantasy""]",R,2008,40,73
/m/harvard_man,/m/harvard_man,Harvard Man,"[""Comedy"",""Drama""]",R,2002,33,33
/m/jojo_rabbit,/m/jojo_rabbit,Jojo Rabbit,"[""Comedy"",""Drama""]",PG-13,2019,79,94
/m/blues_brothers_2000,/m/blues_brothers_2000,Blues Brothers 2000,"[""Comedy"",""Musical & Performing Arts""]",PG-13,1997,46,38
/m/phantom_of_the_theatre,/m/phantom_of_the_theatre,Phantom of the Theatre,"[""Art House & International"",""Mystery & Suspense"",""Science Fiction & Fantasy"",""Romance""]",NR,2016,45,29
/m/carolina_skeletons,/m/carolina_skeletons,Carolina Skeletons,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1992,null,63
/m/woman_scorned_the_betty_broderick_story,/m/woman_scorned_the_betty_broderick_story,A Woman Scorned: The Betty Broderick Story,"[""Drama"",""Mystery & Suspense""]",PG-13,1992,null,81
/m/when_i_saw_you,/m/when_i_saw_you,When I Saw You,"[""Drama""]",NR,2012,82,72
/m/10011029-food_fight,/m/10011029-food_fight,Food Fight,"[""Documentary""]",NR,2008,null,59
/m/spanish_judges,/m/spanish_judges,Spanish Judges,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1999,null,42
/m/long_gray_line,/m/long_gray_line,The Long Gray Line,"[""Classics"",""Drama""]",NR,1955,100,77
/m/1073200-moll_flanders,/m/1073200-moll_flanders,The Fortunes and Misfortunes of Moll Flanders,"[""Drama"",""Television"",""Romance""]",R,1996,null,79
/m/scandal_in_paris,/m/scandal_in_paris,A Scandal in Paris,"[""Action & Adventure"",""Classics"",""Comedy"",""Drama"",""Romance""]",NR,1946,71,64
/m/delicate_balance,/m/delicate_balance,A Delicate Balance,"[""Classics"",""Drama""]",PG,1973,71,63
/m/la_solitudine_dei_numeri_primi,/m/la_solitudine_dei_numeri_primi,La solitudine dei numeri primi (The Solitude of Prime Numbers),"[""Art House & International"",""Drama""]",NR,2010,null,52
/m/janky_promoters,/m/janky_promoters,Janky Promoters,"[""Comedy""]",R,2009,null,44
/m/lisztomania,/m/lisztomania,Lisztomania,"[""Comedy"",""Drama"",""Musical & Performing Arts""]",R,1975,50,64
/m/la_ronde,/m/la_ronde,La Ronde,"[""Art House & International"",""Comedy"",""Drama""]",NR,1950,100,84
/m/c_jing_taam,/m/c_jing_taam,C+ jing taam (The Detective),"[""Art House & International"",""Drama"",""Mystery & Suspense""]",PG,2007,null,67
/m/10002076-black_and_white,/m/10002076-black_and_white,Black and White,"[""Drama""]",NR,2002,43,56
/m/crime_and_punishment_in_suburbia,/m/crime_and_punishment_in_suburbia,Crime & Punishment in Suburbia,"[""Art House & International"",""Drama""]",R,2000,21,58
/m/persecution_2009,/m/persecution_2009,Persécution,"[""Art House & International"",""Drama"",""Romance""]",NR,2009,null,28
/m/big_meat_eater,/m/big_meat_eater,Big Meat Eater,"[""Comedy"",""Cult Movies"",""Horror"",""Musical & Performing Arts"",""Science Fiction & Fantasy""]",R,1982,null,42
/m/thunderbirds_6,/m/thunderbirds_6,Thunderbird 6,"[""Action & Adventure"",""Animation"",""Art House & International"",""Classics"",""Drama"",""Kids & Family"",""Science Fiction & Fantasy""]",G,1968,null,44
/m/the_sea_that_thinks,/m/the_sea_that_thinks,The Sea That Thinks (De zee die denkt),"[""Action & Adventure"",""Art House & International"",""Comedy"",""Drama"",""Special Interest""]",NR,2001,null,90
/m/1124555-1124555-sight,/m/1124555-1124555-sight,The Sight,"[""Art House & International"",""Drama"",""Horror"",""Mystery & Suspense"",""Television""]",NR,2000,null,36
/m/pete_seeger_the_power_of_song,/m/pete_seeger_the_power_of_song,Pete Seeger: The Power of Song,"[""Documentary"",""Musical & Performing Arts"",""Special Interest""]",PG,2007,95,92
/m/the_female_brain,/m/the_female_brain,The Female Brain,"[""Comedy""]",NR,2018,37,51
/m/leopard_man,/m/leopard_man,The Leopard Man,"[""Drama"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",PG,1943,89,64
/m/the-missing-gun,/m/the-missing-gun,The Missing Gun,"[""Art House & International"",""Drama"",""Mystery & Suspense""]",PG-13,2003,38,67
/m/dhanak,/m/dhanak,Dhanak,"[""Drama""]",NR,2015,73,76
/m/the_whole_gritty_city,/m/the_whole_gritty_city,The Whole Gritty City,"[""Documentary"",""Special Interest""]",NR,2013,100,93
/m/macGruber,/m/macGruber,MacGruber,"[""Action & Adventure"",""Comedy""]",R,2010,48,35
/m/strange_impersonation,/m/strange_impersonation,Strange Impersonation,"[""Classics"",""Drama"",""Horror"",""Mystery & Suspense""]",NR,1946,null,52
/m/the_foreigner_2003,/m/the_foreigner_2003,The Foreigner,"[""Action & Adventure"",""Mystery & Suspense""]",R,2003,null,25
/m/happy_hunting,/m/happy_hunting,Happy Hunting,"[""Art House & International"",""Horror""]",NR,2017,100,46
/m/preacher_man,/m/preacher_man,Preacher Man,"[""Comedy"",""Drama""]",R,1971,null,33
/m/monrovia_indiana,/m/monrovia_indiana,"Monrovia, Indiana","[""Documentary""]",NR,2018,84,59
/m/1156352-adam_and_steve,/m/1156352-adam_and_steve,Adam & Steve,"[""Comedy"",""Drama""]",R,2005,54,56
/m/bride_flight,/m/bride_flight,Bride Flight,"[""Art House & International"",""Classics"",""Drama""]",R,2011,67,75
/m/how_murray_saved_christmas,/m/how_murray_saved_christmas,How Murray Saved Christmas,"[""Animation""]",NR,2014,50,62
/m/1005194-dangerous,/m/1005194-dangerous,Dangerous,"[""Classics"",""Drama""]",G,1935,80,61
/m/1053321-adventures_of_prince_achmed,/m/1053321-adventures_of_prince_achmed,The Adventures of Prince Achmed,"[""Animation"",""Art House & International"",""Kids & Family"",""Science Fiction & Fantasy""]",NR,1926,100,90
/m/the_king_of_masks_1999,/m/the_king_of_masks_1999,The King of Masks,"[""Art House & International"",""Drama""]",NR,1999,89,91
/m/one_mile_away_2012,/m/one_mile_away_2012,One Mile Away,"[""Documentary"",""Special Interest""]",NR,2013,75,100
/m/alegria,/m/alegria,Alegría,"[""Drama"",""Musical & Performing Arts"",""Science Fiction & Fantasy"",""Special Interest"",""Romance""]",PG,1999,null,85
/m/tashan,/m/tashan,Tashan,"[""Action & Adventure"",""Art House & International"",""Drama"",""Mystery & Suspense""]",NR,2008,50,19
/m/before_you_go,/m/before_you_go,Before You Go (The Memory of Water),"[""Comedy"",""Drama""]",NR,2002,null,27
/m/barbie_the_pearl_princess,/m/barbie_the_pearl_princess,Barbie: The Pearl Princess,"[""Animation""]",G,2014,null,73
